country_code,uuid,age,gender,rural,dem_education_level,dem_full_time_job,dem_has_children,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,age_group,weight
BE,fb8cd6f0-db3c-0133-4604-0a81e8b09a82,16,female,urban,NA,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,14_25,0.886239908
BE,9a467480-dcaf-0133-a462-0a81e8b09a82,27,male,urban,NA,no,no,I have heard just a little about it,I would vote against it,‰Û_ look for a different job,It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It might encourage people to stop working | It increases dependence on the state | It is impossible to finance,26_39,1.111.735.502
BE,bd07f440-da51-0133-f0a9-0a81e8b09a82,56,female,urban,NA,no,no,I understand it fully,I would vote for it,‰Û_ look for a different job,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering",It is against the principle of linking merit and reward,40_65,2.567.094.757
BE,917dd2a0-d955-0133-89f1-0a81e8b09a82,24,female,urban,high,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,14_25,1.025.629.088
BE,8857b610-dc8e-0133-4bf7-0a81e8b09a82,56,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,40_65,1.386.913.926
BE,986f8800-da55-0133-476f-0a81e8b09a82,25,male,urban,high,yes,yes,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,14_25,1.600.223.728
BE,13f43320-dd40-0133-21ed-0a81e8b09a82,45,male,urban,medium,no,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,40_65,1.386.913.926
BE,a60c3d40-dcaa-0133-c82f-0a81e8b09a82,45,male,rural,high,yes,yes,I understand it fully,I would vote against it,‰Û_ work less,None of the above,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It is against the principle of linking merit and reward,40_65,0.331945679
BE,f30223b0-d950-0133-5b67-0a81e8b09a82,50,male,urban,high,yes,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility,It might encourage people to stop working | It is impossible to finance,40_65,1.221.980.238
BE,cd5c6a90-d9a9-0133-826f-0a81e8b09a82,45,male,rural,high,yes,yes,I know something about it,I would vote for it,‰Û_ spend more time with my family,"It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit,40_65,0.331945679
BE,585e45f0-d994-0133-a3f6-0a81e8b09a82,19,female,rural,high,no,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,14_25,0.278607733
BE,260b75a0-dc77-0133-38d8-0a81e8b09a82,43,male,rural,high,yes,no,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone",None of the above,40_65,0.331945679
BE,cb233740-d906-0133-cee6-0a81e8b09a82,41,female,urban,NA,yes,yes,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,None of the above,It might encourage people to stop working | It increases dependence on the state,40_65,2.567.094.757
BE,a534ee30-d977-0133-0bbc-0a81e8b09a82,23,female,rural,no,no,yes,I understand it fully,I would probably vote against it,‰Û_ do more volunteering work,It encourages financial independence and self-responsibility,None of the above,14_25,0.373749534
BE,1f5c2970-da12-0133-929e-0a81e8b09a82,50,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ work less,It creates more equality of opportunity | It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It increases dependence on the state,40_65,1.386.913.926
BE,ca4b3290-d995-0133-fb70-0a81e8b09a82,20,male,urban,NA,no,no,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,14_25,138.274.367
BE,a5e54ad0-df0b-0133-fe8a-0a81e8b09a82,48,female,rural,low,no,yes,I have never heard of it,I would not vote,None of the above,"It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",None of the above,40_65,1.082.608.062
BE,2514d3c0-dbde-0133-4c7f-0a81e8b09a82,31,female,rural,medium,no,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering | It creates more equality of opportunity | It encourages financial independence and self-responsibility,None of the above,26_39,0.418651424
BE,bc41f880-dd4d-0133-fba5-0a81e8b09a82,30,female,urban,high,yes,no,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,"It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It is impossible to finance | It might encourage people to stop working | It increases dependence on the state,26_39,1.357.889.437
BE,14280100-dbea-0133-35b0-0a81e8b09a82,37,female,rural,low,yes,yes,I know something about it,I would probably vote against it,‰Û_ look for a different job,"It increases solidarity, because it is funded by everyone",It increases dependence on the state,26_39,0.49482854
BE,169af7e0-da78-0133-7dcc-0a81e8b09a82,17,male,urban,low,no,no,I know something about it,I would not vote,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It increases dependence on the state,14_25,2.146.684.396
BE,d56d0a60-da6f-0133-eb85-0a81e8b09a82,33,male,urban,high,yes,yes,I understand it fully,I would probably vote against it,‰Û_ work less,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance | It increases dependence on the state | It is against the principle of linking merit and reward,26_39,1.286.590.977
BE,d1b45750-db1c-0133-4d29-0a81e8b09a82,52,male,urban,low,yes,no,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,None of the above,It is impossible to finance,40_65,1.639.274.474
BE,2d942760-da74-0133-10cb-0a81e8b09a82,36,male,urban,medium,yes,yes,I know something about it,I would probably vote against it,‰Û_ look for a different job,"It increases solidarity, because it is funded by everyone",It might encourage people to stop working,26_39,1.460.245.335
BE,3bc291f0-db63-0133-06ac-0a81e8b09a82,47,male,urban,low,no,no,I have never heard of it,I would vote against it,None of the above,None of the above,None of the above,40_65,1.639.274.474
BE,e789f760-db38-0133-48be-0a81e8b09a82,29,male,rural,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,26_39,0.396669368
BE,a5b4c5e0-db5b-0133-db35-0a81e8b09a82,38,male,rural,low,yes,no,I understand it fully,I would probably vote for it,‰Û_ work less,It encourages financial independence and self-responsibility,It increases dependence on the state,26_39,0.468846666
BE,ae9eb000-d8db-0133-9a27-0a81e8b09a82,45,male,urban,high,yes,yes,I have heard just a little about it,I would probably vote for it,None of the above,It creates more equality of opportunity,It might encourage people to stop working,40_65,1.221.980.238
BE,acce6f50-dc15-0133-33e4-0a81e8b09a82,43,male,urban,high,yes,no,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It is impossible to finance,40_65,1.221.980.238
BE,c8a75460-d9f9-0133-07e9-0a81e8b09a82,32,male,urban,low,no,no,I have heard just a little about it,I would not vote,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses,It increases dependence on the state,26_39,1.725.949.144
BE,1a19beb0-dc26-0133-4fec-0a81e8b09a82,41,male,urban,medium,yes,yes,I have never heard of it,I would not vote,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is against the principle of linking merit and reward,40_65,1.386.913.926
BE,3b9d1070-dc2d-0133-5bfb-0a81e8b09a82,59,female,rural,high,no,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It is impossible to finance | Only the people who need it most should get something from the state,40_65,0.807019007
BE,9e839220-da3c-0133-6b31-0a81e8b09a82,23,male,rural,high,no,no,I understand it fully,I would vote for it,‰Û_ do more volunteering work,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It is impossible to finance,14_25,0.434693897
BE,fc8164c0-da3f-0133-d922-0a81e8b09a82,30,female,urban,medium,yes,yes,I understand it fully,I would probably vote for it,‰Û_ look for a different job,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,26_39,1.541.167.124
BE,6ef0f800-daf8-0133-f1b6-0a81e8b09a82,19,female,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ work less,It creates more equality of opportunity,None of the above,14_25,1.164.060.776
BE,676428a0-da75-0133-3045-0a81e8b09a82,30,female,rural,low,no,no,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It might encourage people to stop working | It is impossible to finance,26_39,0.49482854
BE,7c3794b0-de52-0133-1d4b-0a81e8b09a82,47,female,rural,high,yes,no,I know something about it,I would probably vote for it,‰Û_ look for a different job,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,It might encourage people to stop working | It increases dependence on the state,40_65,0.807019007
BE,f85c3fd0-d8b2-0133-f59e-0a81e8b09a82,49,female,rural,low,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It is impossible to finance,40_65,1.082.608.062
BE,23b9a0e0-dcd1-0133-96e7-0a81e8b09a82,50,male,urban,low,yes,no,I understand it fully,I would probably vote against it,‰Û_ work less,It reduces bureaucracy and administrative expenses,It is impossible to finance,40_65,1.639.274.474
BE,bc7ccc90-dd3b-0133-7288-0a81e8b09a82,48,male,urban,low,no,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state,40_65,1.639.274.474
BE,cf8301c0-d96d-0133-0383-0a81e8b09a82,34,male,rural,low,yes,yes,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state | It increases dependence on the state,26_39,0.468846666
BE,9e789300-da43-0133-6717-0a81e8b09a82,47,male,urban,medium,no,no,I know something about it,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,40_65,1.386.913.926
BE,3a976580-dd6b-0133-f082-0a81e8b09a82,28,female,rural,medium,yes,yes,I understand it fully,I would probably vote against it,‰Û_ look for a different job,None of the above,None of the above,26_39,0.418651424
BE,9b8783a0-d9a9-0133-8173-0a81e8b09a82,19,male,urban,low,no,no,I understand it fully,I would vote against it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,14_25,2.146.684.396
BE,f333ba70-d8bf-0133-111f-0a81e8b09a82,43,male,urban,NA,no,no,I know something about it,I would vote for it,‰Û_ look for a different job,It creates more equality of opportunity,It is against the principle of linking merit and reward,40_65,1.055.905.752
BE,bc0ccb80-ddf7-0133-2628-0a81e8b09a82,42,female,rural,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ work less,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,40_65,0.915944353
BE,328fb5d0-dd2f-0133-be6f-0a81e8b09a82,53,male,urban,medium,yes,yes,I understand it fully,I would vote for it,‰Û_ work as a freelancer,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering",Only the people who need it most should get something from the state,40_65,1.386.913.926
BE,9e43e5c0-dac1-0133-c6fc-0a81e8b09a82,40,male,urban,high,yes,yes,I know something about it,I would probably vote for it,None of the above,It creates more equality of opportunity,It is impossible to finance,40_65,1.221.980.238
BE,01650240-da8e-0133-cc2e-0a81e8b09a82,27,female,urban,medium,yes,no,I have never heard of it,I would probably vote for it,‰Û_ gain additional skills,"It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,26_39,1.541.167.124
BE,e99fa060-dbde-0133-9769-0a81e8b09a82,56,male,rural,high,no,no,I understand it fully,I would probably vote against it,‰Û_ work less,It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward | It might encourage people to stop working | Only the people who need it most should get something from the state | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,40_65,0.331945679
BE,a6361230-da58-0133-cd5a-0a81e8b09a82,43,male,urban,medium,yes,yes,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state | It might encourage people to stop working,40_65,1.386.913.926
BE,5bbb2320-db06-0133-c0ce-0a81e8b09a82,20,female,urban,NA,yes,yes,I understand it fully,I would not vote,‰Û_ stop working,None of the above,None of the above,14_25,0.886239908
BE,d49e3440-da75-0133-3373-0a81e8b09a82,27,female,rural,low,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,0.49482854
BE,3f240350-dcdd-0133-404e-0a81e8b09a82,51,male,rural,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ work less,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,40_65,0.376749206
BE,7bfa9de0-dd4a-0133-40d2-0a81e8b09a82,49,male,urban,medium,yes,yes,I know something about it,I would vote against it,‰Û_ look for a different job,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It is impossible to finance | It might encourage people to stop working,40_65,1.386.913.926
BE,5e758cc0-db05-0133-63ad-0a81e8b09a82,41,male,rural,low,yes,no,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It increases dependence on the state,40_65,0.445301864
BE,36359700-da1f-0133-fa9a-0a81e8b09a82,39,male,urban,high,no,yes,I understand it fully,I would vote against it,‰Û_ gain additional skills,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",It is against the principle of linking merit and reward | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,26_39,1.286.590.977
BE,d618b1a0-dc04-0133-dc0f-0a81e8b09a82,45,male,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ work as a freelancer,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,40_65,1.221.980.238
BE,b62d1cd0-deaf-0133-5130-0a81e8b09a82,53,female,rural,medium,no,yes,I have never heard of it,I would vote for it,‰Û_ work as a freelancer,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility",It is impossible to finance | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit,40_65,0.915944353
BE,b8d7f100-daae-0133-a546-0a81e8b09a82,25,female,rural,low,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,It creates more equality of opportunity | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,14_25,0.373749534
BE,a3b40110-d915-0133-4fea-0a81e8b09a82,56,male,urban,medium,no,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,40_65,1.386.913.926
BE,a04028b0-dcb8-0133-eff5-0a81e8b09a82,41,male,rural,high,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ work less,It increases appreciation for household work and volunteering,It might encourage people to stop working,40_65,0.331945679
BE,5889bd30-d983-0133-7a4a-0a81e8b09a82,20,female,rural,high,yes,no,I understand it fully,I would probably vote for it,‰Û_ work less,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",Only the people who need it most should get something from the state | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,14_25,0.278607733
BE,34c497e0-dd6c-0133-f46f-0a81e8b09a82,33,female,urban,medium,no,no,I know something about it,I would vote for it,‰Û_ stop working,"It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses",None of the above,26_39,1.541.167.124
BE,9b1600f0-da4b-0133-27da-0a81e8b09a82,38,male,urban,low,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,26_39,1.725.949.144
BE,bb9ce760-dbc1-0133-db7e-0a81e8b09a82,27,female,rural,low,yes,yes,I know something about it,I would probably vote for it,‰Û_ work less,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,26_39,0.49482854
BE,b0330610-da56-0133-892b-0a81e8b09a82,36,male,urban,medium,no,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility",Foreigners might come to my country and take advantage of the benefit,26_39,1.460.245.335
BE,5bab1290-da3d-0133-c676-0a81e8b09a82,17,female,rural,low,no,no,I have never heard of it,I would probably vote against it,None of the above,It creates more equality of opportunity,It is against the principle of linking merit and reward,14_25,0.373749534
BE,5343b180-d9b7-0133-9af6-0a81e8b09a82,36,female,urban,high,yes,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,1.357.889.437
BE,ef9fd160-da42-0133-62f9-0a81e8b09a82,42,male,urban,low,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone",It is impossible to finance,40_65,1.639.274.474
BE,82c41290-d967-0133-721d-0a81e8b09a82,47,male,rural,low,yes,yes,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces anxiety about financing basic needs,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,40_65,0.445301864
BG,c5133fb0-dad4-0133-3b1b-0a81e8b09a82,40,male,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,It might encourage people to stop working | It increases dependence on the state | It is against the principle of linking merit and reward,40_65,1.323.116.147
BG,c6679d80-dafd-0133-5da9-0a81e8b09a82,47,female,urban,high,yes,yes,I understand it fully,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is impossible to finance,40_65,0.508003324
BG,6187b080-da34-0133-8c46-0a81e8b09a82,58,male,urban,high,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It increases dependence on the state | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,40_65,0.561571981
BG,0c3c2f60-d968-0133-7430-0a81e8b09a82,18,female,urban,medium,no,no,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses | It creates more equality of opportunity,It increases dependence on the state | It is impossible to finance,14_25,155.199.417
BG,d2a43a20-da53-0133-8a24-0a81e8b09a82,46,female,urban,high,yes,no,I have never heard of it,I would vote for it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is impossible to finance,40_65,0.508003324
BG,62309370-d97b-0133-c78d-0a81e8b09a82,19,male,urban,medium,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,14_25,0.582096226
BG,7ac51690-da27-0133-6f07-0a81e8b09a82,45,male,rural,medium,no,yes,I have never heard of it,I would not vote,None of the above,It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward,40_65,1.323.116.147
BG,90c936c0-d8d2-0133-5d6a-0a81e8b09a82,25,male,rural,low,yes,no,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,14_25,272.184.198
BG,55331d10-d976-0133-06db-0a81e8b09a82,60,male,urban,NA,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ do more volunteering work,"It increases solidarity, because it is funded by everyone",None of the above,40_65,1.072.023.057
BG,44e7ecf0-da2a-0133-3e8c-0a81e8b09a82,34,female,rural,no,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,3.888.429.694
BG,1e612c00-da58-0133-8fdc-0a81e8b09a82,45,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering,It might encourage people to stop working,40_65,1.323.116.147
BG,25b6e390-da56-0133-8edc-0a81e8b09a82,46,male,urban,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ work as a freelancer,"It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility | It creates more equality of opportunity",It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It increases dependence on the state,40_65,1.323.116.147
BG,b5ca4d50-dbc4-0133-9146-0a81e8b09a82,65,female,urban,NA,no,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,0.969762194
BG,aa6d0cf0-da3c-0133-c290-0a81e8b09a82,40,female,rural,medium,no,yes,I know something about it,I would probably vote for it,‰Û_ work as a freelancer,"It increases solidarity, because it is funded by everyone",It is impossible to finance,40_65,1.196.903.377
BG,9a0a5db0-d9ba-0133-dfb6-0a81e8b09a82,30,male,urban,low,no,no,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility,It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,26_39,5.044.444.405
BG,876f8ca0-d98f-0133-f64e-0a81e8b09a82,25,female,urban,high,yes,no,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It is impossible to finance,14_25,0.658714991
BG,a49296b0-d9e8-0133-cfa7-0a81e8b09a82,58,female,urban,medium,no,yes,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,"It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,40_65,1.196.903.377
BG,46da35a0-d974-0133-15d4-0a81e8b09a82,44,female,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ work as a freelancer,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering",It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,40_65,1.196.903.377
BG,0dda4bb0-d8e4-0133-ba74-0a81e8b09a82,35,male,urban,high,no,no,I have heard just a little about it,I would vote for it,‰Û_ do more volunteering work,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,26_39,0.457881058
BG,2762a830-d994-0133-a32b-0a81e8b09a82,36,male,urban,medium,yes,yes,I have never heard of it,I would probably vote for it,None of the above,It increases appreciation for household work and volunteering | It creates more equality of opportunity,It is impossible to finance | Only the people who need it most should get something from the state | It increases dependence on the state,26_39,1.078.810.626
BG,353cf940-da2d-0133-7fac-0a81e8b09a82,31,female,urban,medium,no,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,0.831584004
BG,eb3c08e0-d966-0133-fb39-0a81e8b09a82,38,male,urban,high,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It increases dependence on the state | It is impossible to finance,26_39,0.457881058
BG,321c19d0-da30-0133-aa56-0a81e8b09a82,53,male,urban,medium,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,It creates more equality of opportunity | It encourages financial independence and self-responsibility,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,40_65,1.323.116.147
BG,a255d240-da21-0133-e54d-0a81e8b09a82,46,male,urban,high,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,40_65,0.561571981
BG,b353cef0-d970-0133-9379-0a81e8b09a82,24,male,urban,high,yes,no,I have never heard of it,I would vote for it,‰Û_ look for a different job,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,14_25,0.247059891
BG,cb6e0670-d8f3-0133-a9e8-0a81e8b09a82,22,female,urban,high,yes,no,I know something about it,I would vote for it,‰Û_ work as a freelancer,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,14_25,0.658714991
BG,bdd81e20-dae9-0133-49d3-0a81e8b09a82,40,male,urban,high,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,40_65,0.561571981
BG,07a94330-d932-0133-3fc5-0a81e8b09a82,31,male,urban,high,yes,no,I know something about it,I would vote for it,‰Û_ spend more time with my family,"It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It is impossible to finance | It might encourage people to stop working | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit,26_39,0.457881058
BG,2cd5f790-d981-0133-f53c-0a81e8b09a82,30,female,urban,high,yes,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,26_39,0.352950327
BG,fc3e2c60-da46-0133-0fc0-0a81e8b09a82,39,female,urban,high,yes,no,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit,26_39,0.352950327
BG,51c24860-d940-0133-c44a-0a81e8b09a82,32,female,urban,medium,yes,no,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,None of the above,26_39,0.831584004
